timestamp,humidity_pct,temperature_c,efield_vm,contact_voltage_v,movement_g,activity,environment,fabric_type,risk_score,risk_label
2024-01-01 00:00:00.400,49.27,24.07,500.66,119.89,0.087,walking,outdoor,synthetic,0.2555,0
2024-01-01 00:00:00.420,49.26,24.06,494.68,121.74,0.084,walking,outdoor,cotton,0.2474,0
2024-01-01 00:00:00.440,49.25,24.04,490.71,123.7,0.083,walking,office,polyester,0.2685,0
2024-01-01 00:00:00.460,49.25,24.03,489.82,125.59,0.082,walking,home,polyester,0.2497,0
2024-01-01 00:00:00.480,49.26,24.02,492.45,127.22,0.082,walking,outdoor,cotton,0.2562,0
2024-01-01 00:00:00.500,49.27,24.0,498.21,128.5,0.083,sitting,office,cotton,0.2545,0
2024-01-01 00:00:00.520,49.28,23.99,505.81,129.35,0.084,sitting,lab,cotton,0.2532,0
2024-01-01 00:00:00.540,49.3,23.97,513.34,129.67,0.086,sitting,outdoor,wool,0.2739,0
2024-01-01 00:00:00.560,49.32,23.96,518.91,129.44,0.089,walking,office,synthetic,0.2007,0
2024-01-01 00:00:00.580,49.33,23.94,521.26,128.74,0.094,sitting,home,cotton,0.2695,0
2024-01-01 00:00:00.600,49.35,23.93,520.24,127.86,0.102,sitting,office,synthetic,0.2536,0
2024-01-01 00:00:00.620,49.38,23.91,516.72,127.25,0.117,walking,office,synthetic,0.2292,0
2024-01-01 00:00:00.640,49.4,23.89,512.18,127.36,0.139,walking,outdoor,polyester,0.2274,0
2024-01-01 00:00:00.660,49.42,23.88,508.12,128.46,0.174,sitting,outdoor,cotton,0.2364,0
2024-01-01 00:00:00.680,49.44,23.87,505.61,130.52,0.223,sitting,home,synthetic,0.2351,0
2024-01-01 00:00:00.700,49.46,23.85,505.15,133.32,0.29,walking,lab,synthetic,0.2211,0
2024-01-01 00:00:00.720,49.49,23.84,506.79,136.62,0.375,walking,lab,synthetic,0.228,0
2024-01-01 00:00:00.740,49.51,23.83,510.28,140.28,0.479,handling_electronics,outdoor,cotton,0.2641,0
2024-01-01 00:00:00.760,49.54,23.82,515.27,144.29,0.599,handling_electronics,home,cotton,0.2453,0
2024-01-01 00:00:00.780,49.57,23.82,521.25,148.62,0.728,sitting,office,polyester,0.2492,0
2024-01-01 00:00:00.800,49.6,23.82,527.57,153.11,0.859,walking,office,synthetic,0.2414,0
2024-01-01 00:00:00.820,49.64,23.82,533.48,157.45,0.986,sitting,lab,polyester,0.2809,0
2024-01-01 00:00:00.840,49.68,23.82,538.33,161.31,1.1,running,outdoor,polyester,0.2226,0
2024-01-01 00:00:00.860,49.72,23.83,541.76,164.44,1.198,running,home,wool,0.2654,0
2024-01-01 00:00:00.880,49.76,23.84,543.87,166.85,1.276,walking,lab,wool,0.2661,0
2024-01-01 00:00:00.900,49.81,23.85,545.05,168.76,1.336,sitting,lab,polyester,0.2738,0
2024-01-01 00:00:00.920,49.86,23.86,545.81,170.5,1.382,sitting,outdoor,cotton,0.2749,0
2024-01-01 00:00:00.940,49.91,23.87,546.57,172.37,1.418,sitting,office,synthetic,0.27,0
2024-01-01 00:00:00.960,49.96,23.88,547.63,174.52,1.451,sitting,home,polyester,0.2654,0
2024-01-01 00:00:00.980,50.02,23.9,549.25,177.0,1.488,running,office,cotton,0.2607,0
2024-01-01 00:00:01.000,50.07,23.91,551.66,179.79,1.536,handling_electronics,office,cotton,0.2545,0
2024-01-01 00:00:01.020,50.13,23.93,554.99,182.92,1.602,running,lab,wool,0.2317,0
2024-01-01 00:00:01.040,50.19,23.94,559.13,186.44,1.69,walking,outdoor,cotton,0.2742,0
2024-01-01 00:00:01.060,50.25,23.96,563.78,190.47,1.803,sitting,lab,wool,0.288,0
2024-01-01 00:00:01.080,50.3,23.97,568.59,195.17,1.942,walking,office,synthetic,0.2619,0
2024-01-01 00:00:01.100,50.36,23.99,573.39,200.65,2.103,sitting,home,polyester,0.2614,0
2024-01-01 00:00:01.120,50.41,24.0,578.3,206.99,2.279,walking,office,wool,0.2738,0
2024-01-01 00:00:01.140,50.46,24.01,583.58,214.1,2.46,walking,office,synthetic,0.2799,0
2024-01-01 00:00:01.160,50.51,24.03,589.38,221.68,2.636,sitting,office,wool,0.2759,0
2024-01-01 00:00:01.180,50.55,24.04,595.43,229.24,2.796,walking,lab,polyester,0.2886,0
2024-01-01 00:00:01.200,50.6,24.05,600.98,236.2,2.934,handling_electronics,home,synthetic,0.3114,0
2024-01-01 00:00:01.220,50.63,24.06,604.95,242.02,3.045,handling_electronics,office,cotton,0.3033,0
2024-01-01 00:00:01.240,50.67,24.07,606.33,246.35,3.13,sitting,home,wool,0.2435,0
2024-01-01 00:00:01.260,50.69,24.08,604.64,249.11,3.191,running,lab,cotton,0.3022,0
2024-01-01 00:00:01.280,50.72,24.08,600.2,250.46,3.233,sitting,outdoor,synthetic,0.2939,0
2024-01-01 00:00:01.300,50.74,24.09,594.06,250.76,3.261,handling_electronics,lab,synthetic,0.2928,0
2024-01-01 00:00:01.320,50.75,24.08,587.72,250.44,3.278,sitting,office,polyester,0.2875,0
2024-01-01 00:00:01.340,50.76,24.08,582.54,249.92,3.29,walking,office,polyester,0.3111,0
2024-01-01 00:00:01.360,50.77,24.07,579.46,249.45,3.298,handling_electronics,office,polyester,0.3118,0
2024-01-01 00:00:01.380,50.77,24.06,578.82,249.16,3.304,walking,office,synthetic,0.2808,0
2024-01-01 00:00:01.400,50.77,24.04,580.51,249.01,3.309,sitting,office,cotton,0.3166,0
2024-01-01 00:00:01.420,50.76,24.02,584.12,248.92,3.314,sitting,office,polyester,0.2891,0
2024-01-01 00:00:01.440,50.75,24.0,588.95,248.83,3.318,sitting,office,cotton,0.2931,0
2024-01-01 00:00:01.460,50.74,23.98,593.98,248.77,3.32,handling_electronics,outdoor,polyester,0.2965,0
2024-01-01 00:00:01.480,50.73,23.95,597.92,248.88,3.32,sitting,lab,polyester,0.2951,0
2024-01-01 00:00:01.500,50.71,23.93,599.61,249.29,3.318,handling_electronics,outdoor,wool,0.3243,0
2024-01-01 00:00:01.520,50.69,23.9,598.48,250.03,3.315,walking,outdoor,polyester,0.2863,0
2024-01-01 00:00:01.540,50.67,23.88,595.02,251.01,3.312,walking,office,wool,0.2738,0
2024-01-01 00:00:01.560,50.65,23.86,590.6,251.97,3.309,running,lab,wool,0.3061,0
2024-01-01 00:00:01.580,50.63,23.84,586.91,252.67,3.306,walking,lab,cotton,0.2903,0
2024-01-01 00:00:01.600,50.61,23.82,585.3,252.97,3.304,sitting,lab,cotton,0.3047,0
2024-01-01 00:00:01.620,50.6,23.81,586.28,252.87,3.302,handling_electronics,home,cotton,0.3495,0
2024-01-01 00:00:01.640,50.58,23.8,589.62,252.5,3.301,running,office,polyester,0.3152,0
2024-01-01 00:00:01.660,50.56,23.79,594.64,252.02,3.3,walking,lab,polyester,0.3099,0
2024-01-01 00:00:01.680,50.54,23.79,600.51,251.57,3.3,handling_electronics,lab,synthetic,0.3223,0
2024-01-01 00:00:01.700,50.53,23.8,606.5,251.2,3.299,sitting,home,synthetic,0.3011,0
2024-01-01 00:00:01.720,50.51,23.81,611.94,250.93,3.297,walking,office,polyester,0.3436,0
2024-01-01 00:00:01.740,50.5,23.82,616.15,250.8,3.295,sitting,office,polyester,0.3156,0
2024-01-01 00:00:01.760,50.49,23.84,618.46,250.86,3.292,walking,lab,cotton,0.2977,0
2024-01-01 00:00:01.780,50.48,23.87,618.35,251.2,3.288,sitting,office,wool,0.3232,0
2024-01-01 00:00:01.800,50.47,23.89,615.7,251.83,3.284,walking,outdoor,cotton,0.301,0
2024-01-01 00:00:01.820,50.47,23.92,611.01,252.61,3.279,sitting,home,cotton,0.3058,0
2024-01-01 00:00:01.840,50.46,23.95,605.44,253.31,3.274,handling_electronics,lab,synthetic,0.3331,0
2024-01-01 00:00:01.860,50.47,23.98,600.47,253.63,3.269,handling_electronics,office,cotton,0.3014,0
2024-01-01 00:00:01.880,50.47,24.01,597.44,253.4,3.265,walking,outdoor,wool,0.2869,0
2024-01-01 00:00:01.900,50.48,24.04,596.99,252.56,3.262,sitting,lab,polyester,0.3108,0
2024-01-01 00:00:01.920,50.49,24.07,598.75,251.24,3.259,walking,outdoor,polyester,0.3032,0
2024-01-01 00:00:01.940,50.51,24.09,601.43,249.66,3.258,sitting,outdoor,cotton,0.2769,0
2024-01-01 00:00:01.960,50.53,24.11,603.3,248.16,3.258,walking,outdoor,polyester,0.2826,0
2024-01-01 00:00:01.980,50.56,24.13,602.92,247.08,3.26,walking,outdoor,synthetic,0.3042,0
2024-01-01 00:00:02.000,50.59,24.14,599.81,246.75,3.262,sitting,outdoor,polyester,0.287,0
2024-01-01 00:00:02.020,50.63,24.16,594.95,247.36,3.266,walking,home,polyester,0.3416,0
2024-01-01 00:00:02.040,50.67,24.16,590.65,248.84,3.27,sitting,office,polyester,0.3254,0
2024-01-01 00:00:02.060,50.71,24.17,590.12,250.86,3.275,running,lab,cotton,0.3137,0
2024-01-01 00:00:02.080,50.76,24.17,596.76,252.95,3.281,sitting,office,cotton,0.3026,0
2024-01-01 00:00:02.100,50.8,24.17,613.65,254.59,3.287,sitting,home,polyester,0.2841,0
2024-01-01 00:00:02.120,50.85,24.17,642.73,255.38,3.294,walking,home,wool,0.3201,0
2024-01-01 00:00:02.140,50.9,24.16,683.6,255.13,3.301,walking,office,polyester,0.3272,0
2024-01-01 00:00:02.160,50.95,24.15,732.14,253.9,3.308,walking,outdoor,polyester,0.3351,0
2024-01-01 00:00:02.180,51.0,24.15,779.93,252.03,3.314,walking,home,polyester,0.2995,0
2024-01-01 00:00:02.200,51.04,24.14,815.96,249.96,3.319,sitting,home,synthetic,0.3232,0
2024-01-01 00:00:02.220,51.08,24.13,830.58,248.13,3.323,walking,outdoor,polyester,0.3152,0
2024-01-01 00:00:02.240,51.11,24.12,819.83,246.83,3.325,walking,office,cotton,0.3016,0
2024-01-01 00:00:02.260,51.14,24.11,787.32,246.24,3.324,sitting,lab,polyester,0.3038,0
2024-01-01 00:00:02.280,51.17,24.1,742.41,246.42,3.323,sitting,office,polyester,0.3129,0
2024-01-01 00:00:02.300,51.19,24.1,695.76,247.37,3.32,sitting,office,cotton,0.3321,0
2024-01-01 00:00:02.320,51.2,24.09,655.28,249.04,3.317,sitting,home,cotton,0.3024,0
2024-01-01 00:00:02.340,51.2,24.08,624.57,251.25,3.315,sitting,lab,cotton,0.3026,0
2024-01-01 00:00:02.360,51.2,24.08,603.73,253.68,3.312,walking,office,polyester,0.3146,0
2024-01-01 00:00:02.380,51.2,24.07,591.28,255.97,3.31,walking,outdoor,polyester,0.3086,0
2024-01-01 00:00:02.400,51.18,24.07,585.47,257.78,3.307,handling_electronics,office,synthetic,0.3046,0
2024-01-01 00:00:02.420,51.17,24.07,584.87,258.84,3.306,sitting,lab,cotton,0.3482,0
2024-01-01 00:00:02.440,51.14,24.06,588.31,259.07,3.305,sitting,home,wool,0.3259,0
2024-01-01 00:00:02.460,51.12,24.06,594.91,258.48,3.305,sitting,outdoor,polyester,0.3157,0
2024-01-01 00:00:02.480,51.09,24.06,604.34,257.26,3.308,walking,outdoor,cotton,0.286,0
2024-01-01 00:00:02.500,51.06,24.06,617.05,255.72,3.311,sitting,outdoor,polyester,0.3361,0
2024-01-01 00:00:02.520,51.03,24.06,633.83,254.25,3.317,sitting,home,cotton,0.3087,0
2024-01-01 00:00:02.540,51.0,24.06,654.79,253.18,3.323,walking,outdoor,polyester,0.2844,0
2024-01-01 00:00:02.560,50.98,24.06,678.11,252.68,3.33,sitting,outdoor,cotton,0.2817,0
2024-01-01 00:00:02.580,50.95,24.06,699.49,252.7,3.337,walking,office,wool,0.312,0
2024-01-01 00:00:02.600,50.93,24.06,713.18,253.03,3.344,handling_electronics,outdoor,synthetic,0.323,0
2024-01-01 00:00:02.620,50.91,24.06,714.43,253.48,3.349,sitting,office,cotton,0.3038,0
2024-01-01 00:00:02.640,50.9,24.06,702.01,253.94,3.353,handling_electronics,lab,wool,0.3074,0
2024-01-01 00:00:02.660,50.89,24.06,679.12,254.43,3.356,walking,home,cotton,0.2982,0
2024-01-01 00:00:02.680,50.88,24.07,651.98,255.06,3.358,sitting,lab,cotton,0.305,0
2024-01-01 00:00:02.700,50.88,24.07,627.02,255.91,3.358,sitting,office,polyester,0.3101,0
2024-01-01 00:00:02.720,50.88,24.07,608.4,256.97,3.357,walking,outdoor,cotton,0.2855,0
2024-01-01 00:00:02.740,50.89,24.06,597.13,258.11,3.355,sitting,office,cotton,0.3058,0
2024-01-01 00:00:02.760,50.91,24.06,591.75,259.07,3.352,walking,office,polyester,0.3003,0
2024-01-01 00:00:02.780,50.92,24.06,589.87,259.61,3.349,handling_electronics,office,wool,0.285,0
2024-01-01 00:00:02.800,50.95,24.05,589.39,259.61,3.345,handling_electronics,lab,cotton,0.3035,0
2024-01-01 00:00:02.820,50.97,24.04,589.16,259.16,3.341,sitting,lab,cotton,0.3228,0
2024-01-01 00:00:02.840,51.01,24.04,588.8,258.55,3.338,sitting,home,wool,0.321,0
2024-01-01 00:00:02.860,51.04,24.03,588.41,258.07,3.335,handling_electronics,office,synthetic,0.3022,0
2024-01-01 00:00:02.880,51.08,24.02,588.11,257.84,3.332,sitting,lab,cotton,0.2999,0
2024-01-01 00:00:02.900,51.12,24.01,587.95,257.7,3.33,running,office,polyester,0.2783,0
2024-01-01 00:00:02.920,51.16,24.0,587.82,257.3,3.328,sitting,office,polyester,0.2785,0
2024-01-01 00:00:02.940,51.2,24.0,587.62,256.29,3.325,handling_electronics,lab,synthetic,0.2932,0
2024-01-01 00:00:02.960,51.25,23.99,587.31,254.54,3.32,handling_electronics,office,wool,0.3388,0
2024-01-01 00:00:02.980,51.3,23.98,586.95,252.21,3.313,sitting,outdoor,cotton,0.3001,0
2024-01-01 00:00:03.000,51.35,23.97,586.71,249.64,3.301,sitting,office,polyester,0.2948,0
2024-01-01 00:00:03.020,51.4,23.96,586.78,247.18,3.281,handling_electronics,office,wool,0.2816,0
2024-01-01 00:00:03.040,51.45,23.96,587.19,244.99,3.251,walking,office,wool,0.2859,0
2024-01-01 00:00:03.060,51.5,23.95,587.73,243.01,3.208,sitting,home,cotton,0.3226,0
2024-01-01 00:00:03.080,51.55,23.94,588.03,241.01,3.148,sitting,outdoor,synthetic,0.3009,0
2024-01-01 00:00:03.100,51.6,23.94,587.85,238.72,3.068,sitting,office,wool,0.271,0
2024-01-01 00:00:03.120,51.65,23.93,587.26,235.88,2.969,handling_electronics,home,cotton,0.2996,0
2024-01-01 00:00:03.140,51.69,23.93,586.62,232.34,2.852,sitting,office,cotton,0.2625,0
2024-01-01 00:00:03.160,51.73,23.93,586.15,228.03,2.722,sitting,home,cotton,0.3157,0
2024-01-01 00:00:03.180,51.78,23.93,585.6,222.97,2.585,handling_electronics,home,polyester,0.2452,0
2024-01-01 00:00:03.200,51.81,23.93,584.19,217.27,2.451,sitting,home,polyester,0.2815,0
2024-01-01 00:00:03.220,51.85,23.93,581.08,211.14,2.325,sitting,outdoor,cotton,0.2827,0
2024-01-01 00:00:03.240,51.88,23.94,575.93,204.84,2.215,walking,home,synthetic,0.2944,0
2024-01-01 00:00:03.260,51.91,23.95,569.21,198.74,2.124,running,office,polyester,0.3108,0
2024-01-01 00:00:03.280,51.94,23.97,561.92,193.17,2.053,handling_electronics,outdoor,cotton,0.2452,0
2024-01-01 00:00:03.300,51.96,23.98,555.11,188.42,2.0,sitting,outdoor,polyester,0.2876,0
2024-01-01 00:00:03.320,51.98,24.0,549.34,184.67,1.963,sitting,outdoor,synthetic,0.2696,0
2024-01-01 00:00:03.340,52.0,24.02,544.61,181.98,1.939,handling_electronics,office,synthetic,0.2805,0
2024-01-01 00:00:03.360,52.01,24.03,540.59,180.32,1.924,walking,home,polyester,0.2935,0
2024-01-01 00:00:03.380,52.03,24.05,537.07,179.6,1.915,walking,office,polyester,0.2764,0
2024-01-01 00:00:03.400,52.03,24.07,534.16,179.73,1.911,walking,office,wool,0.2812,0
2024-01-01 00:00:03.420,52.04,24.09,532.28,180.64,1.91,handling_electronics,home,cotton,0.2495,0
2024-01-01 00:00:03.440,52.03,24.1,531.91,182.21,1.91,sitting,outdoor,cotton,0.2679,0
2024-01-01 00:00:03.460,52.03,24.11,533.22,184.29,1.911,running,outdoor,polyester,0.2331,0
2024-01-01 00:00:03.480,52.02,24.12,535.93,186.64,1.913,sitting,outdoor,cotton,0.2972,0
2024-01-01 00:00:03.500,52.01,24.13,539.33,188.96,1.914,running,office,synthetic,0.2335,0
2024-01-01 00:00:03.520,51.99,24.13,542.5,191.02,1.915,sitting,home,synthetic,0.2811,0
2024-01-01 00:00:03.540,51.97,24.13,544.59,192.62,1.915,walking,office,synthetic,0.2671,0
2024-01-01 00:00:03.560,51.95,24.13,545.05,193.75,1.916,sitting,lab,wool,0.2772,0
2024-01-01 00:00:03.580,51.92,24.13,543.87,194.5,1.917,sitting,office,synthetic,0.2315,0
2024-01-01 00:00:03.600,51.89,24.13,541.47,195.01,1.918,sitting,outdoor,wool,0.2441,0
2024-01-01 00:00:03.620,51.86,24.12,538.59,195.43,1.919,handling_electronics,office,cotton,0.262,0
2024-01-01 00:00:03.640,51.83,24.12,536.06,195.88,1.92,walking,lab,synthetic,0.3163,0
2024-01-01 00:00:03.660,51.8,24.12,534.5,196.6,1.92,handling_electronics,home,cotton,0.2763,0
2024-01-01 00:00:03.680,51.77,24.12,534.25,198.1,1.92,running,outdoor,wool,0.3058,0
2024-01-01 00:00:03.700,51.74,24.12,535.34,201.2,1.92,sitting,office,cotton,0.2751,0
2024-01-01 00:00:03.720,51.72,24.12,537.59,206.83,1.919,walking,home,wool,0.2591,0
2024-01-01 00:00:03.740,51.7,24.13,540.73,215.54,1.917,sitting,lab,synthetic,0.244,0
2024-01-01 00:00:03.760,51.68,24.14,544.33,226.72,1.916,walking,home,cotton,0.2853,0
2024-01-01 00:00:03.780,51.68,24.16,547.82,238.26,1.914,handling_electronics,office,polyester,0.256,0
2024-01-01 00:00:03.800,51.68,24.18,550.37,247.01,1.913,handling_electronics,office,synthetic,0.2631,0
2024-01-01 00:00:03.820,51.69,24.2,551.17,250.0,1.912,sitting,office,polyester,0.2581,0
2024-01-01 00:00:03.840,51.71,24.22,549.75,245.95,1.912,walking,office,polyester,0.2684,0
2024-01-01 00:00:03.860,51.73,24.25,546.29,235.95,1.914,sitting,outdoor,polyester,0.2859,0
2024-01-01 00:00:03.880,51.77,24.28,541.63,222.96,1.917,walking,office,cotton,0.288,0
2024-01-01 00:00:03.900,51.81,24.31,536.94,210.34,1.922,sitting,home,wool,0.2365,0
2024-01-01 00:00:03.920,51.86,24.34,533.14,200.55,1.928,walking,home,wool,0.2832,0
2024-01-01 00:00:03.940,51.92,24.37,530.61,194.5,1.934,sitting,home,wool,0.2723,0
2024-01-01 00:00:03.960,51.98,24.4,529.18,191.77,1.94,sitting,office,cotton,0.295,0
2024-01-01 00:00:03.980,52.05,24.42,528.55,191.27,1.944,handling_electronics,lab,wool,0.2625,0
2024-01-01 00:00:04.000,52.12,24.45,528.61,191.86,1.945,walking,office,synthetic,0.2639,0
2024-01-01 00:00:04.020,52.19,24.47,529.6,192.65,1.943,sitting,lab,polyester,0.2684,0
2024-01-01 00:00:04.040,52.26,24.5,531.87,193.03,1.939,sitting,home,cotton,0.3155,0
2024-01-01 00:00:04.060,52.33,24.51,535.54,192.64,1.932,walking,lab,polyester,0.266,0
2024-01-01 00:00:04.080,52.39,24.53,540.28,191.37,1.924,handling_electronics,home,polyester,0.2662,0
2024-01-01 00:00:04.100,52.44,24.54,545.32,189.4,1.915,walking,office,polyester,0.2503,0
2024-01-01 00:00:04.120,52.49,24.55,549.84,187.15,1.907,sitting,lab,polyester,0.2724,0
2024-01-01 00:00:04.140,52.53,24.55,553.37,185.17,1.9,running,office,cotton,0.2864,0
2024-01-01 00:00:04.160,52.56,24.55,555.97,184.03,1.895,walking,lab,polyester,0.314,0
2024-01-01 00:00:04.180,52.57,24.55,558.09,184.0,1.892,handling_electronics,office,polyester,0.2679,0
2024-01-01 00:00:04.200,52.58,24.54,560.27,185.02,1.891,walking,outdoor,synthetic,0.2728,0
2024-01-01 00:00:04.220,52.58,24.53,562.87,186.75,1.892,sitting,lab,cotton,0.2739,0
2024-01-01 00:00:04.240,52.56,24.52,565.97,188.67,1.894,walking,lab,polyester,0.2819,0
2024-01-01 00:00:04.260,52.54,24.5,569.46,190.34,1.897,sitting,lab,polyester,0.2649,0
2024-01-01 00:00:04.280,52.51,24.49,573.08,191.48,1.901,walking,office,cotton,0.303,0
2024-01-01 00:00:04.300,52.47,24.47,576.48,192.03,1.904,walking,outdoor,wool,0.264,0
2024-01-01 00:00:04.320,52.42,24.45,579.23,192.05,1.907,running,office,wool,0.2832,0
2024-01-01 00:00:04.340,52.37,24.43,580.88,191.63,1.909,sitting,lab,wool,0.2985,0
2024-01-01 00:00:04.360,52.31,24.41,581.16,190.87,1.91,sitting,home,cotton,0.2739,0
2024-01-01 00:00:04.380,52.25,24.39,580.11,189.84,1.909,sitting,home,synthetic,0.2451,0
2024-01-01 00:00:04.400,52.2,24.37,578.19,188.61,1.907,walking,outdoor,synthetic,0.3163,0
2024-01-01 00:00:04.420,52.14,24.36,576.11,187.3,1.905,walking,lab,cotton,0.2636,0
2024-01-01 00:00:04.440,52.09,24.34,574.68,186.09,1.902,sitting,lab,synthetic,0.2955,0
2024-01-01 00:00:04.460,52.04,24.33,574.43,185.21,1.899,sitting,office,synthetic,0.2567,0
2024-01-01 00:00:04.480,52.0,24.33,575.68,184.87,1.898,sitting,home,polyester,0.2642,0
2024-01-01 00:00:04.500,51.96,24.33,578.64,185.15,1.897,walking,office,cotton,0.2821,0
2024-01-01 00:00:04.520,51.92,24.33,583.77,186.05,1.898,walking,outdoor,synthetic,0.2742,0
2024-01-01 00:00:04.540,51.9,24.33,592.3,187.47,1.901,walking,home,synthetic,0.2305,0
2024-01-01 00:00:04.560,51.87,24.34,606.24,189.33,1.905,sitting,office,polyester,0.2399,0
2024-01-01 00:00:04.580,51.86,24.35,627.75,191.57,1.911,sitting,home,synthetic,0.3062,0
2024-01-01 00:00:04.600,51.85,24.36,657.57,194.11,1.919,walking,lab,polyester,0.2721,0
2024-01-01 00:00:04.620,51.84,24.37,693.21,196.81,1.927,walking,outdoor,polyester,0.3174,0
2024-01-01 00:00:04.640,51.85,24.39,728.15,199.44,1.935,sitting,lab,wool,0.2671,0
2024-01-01 00:00:04.660,51.85,24.4,753.29,201.73,1.944,handling_electronics,outdoor,cotton,0.2482,0
2024-01-01 00:00:04.680,51.86,24.42,760.6,203.4,1.953,sitting,home,polyester,0.2801,0
2024-01-01 00:00:04.700,51.87,24.43,746.88,204.26,1.962,sitting,office,polyester,0.2801,0
2024-01-01 00:00:04.720,51.89,24.44,715.69,204.23,1.97,sitting,lab,polyester,0.2581,0
2024-01-01 00:00:04.740,51.91,24.44,675.77,203.38,1.977,sitting,office,synthetic,0.3176,0
2024-01-01 00:00:04.760,51.93,24.44,637.48,201.85,1.983,sitting,office,wool,0.2773,0
2024-01-01 00:00:04.780,51.95,24.44,609.42,199.86,1.988,sitting,home,cotton,0.2887,0
2024-01-01 00:00:04.800,51.97,24.44,596.8,197.66,1.991,running,office,polyester,0.306,0
2024-01-01 00:00:04.820,51.99,24.43,601.34,195.47,1.993,sitting,lab,cotton,0.2979,0
2024-01-01 00:00:04.840,52.01,24.42,621.5,193.48,1.993,handling_electronics,home,synthetic,0.2674,0
2024-01-01 00:00:04.860,52.02,24.4,652.5,191.81,1.991,walking,home,polyester,0.3039,0
2024-01-01 00:00:04.880,52.04,24.38,686.41,190.52,1.987,handling_electronics,office,polyester,0.3105,0
2024-01-01 00:00:04.900,52.05,24.37,713.7,189.56,1.982,running,outdoor,cotton,0.2795,0
2024-01-01 00:00:04.920,52.06,24.35,726.14,188.86,1.975,sitting,office,cotton,0.2732,0
2024-01-01 00:00:04.940,52.06,24.33,719.97,188.38,1.967,running,lab,cotton,0.2946,0
2024-01-01 00:00:04.960,52.05,24.32,697.43,188.15,1.958,sitting,outdoor,polyester,0.265,0
2024-01-01 00:00:04.980,52.05,24.3,665.24,188.27,1.95,sitting,lab,synthetic,0.2546,0
2024-01-01 00:00:05.000,52.03,24.29,631.48,188.84,1.941,sitting,lab,cotton,0.3007,0
2024-01-01 00:00:05.020,52.02,24.28,602.33,189.89,1.933,sitting,outdoor,cotton,0.2822,0
2024-01-01 00:00:05.040,52.0,24.28,580.5,191.35,1.925,handling_electronics,office,cotton,0.2516,0
2024-01-01 00:00:05.060,51.97,24.27,565.69,193.05,1.918,sitting,office,polyester,0.2851,0
2024-01-01 00:00:05.080,51.94,24.27,556.02,194.77,1.913,walking,office,cotton,0.2749,0
2024-01-01 00:00:05.100,51.91,24.28,549.51,196.29,1.908,handling_electronics,outdoor,cotton,0.2604,0
2024-01-01 00:00:05.120,51.88,24.28,544.78,197.47,1.905,sitting,office,polyester,0.2735,0
2024-01-01 00:00:05.140,51.85,24.28,541.25,198.23,1.902,walking,lab,polyester,0.3049,0
2024-01-01 00:00:05.160,51.82,24.29,538.81,198.62,1.9,handling_electronics,office,synthetic,0.2493,0
2024-01-01 00:00:05.180,51.79,24.3,537.54,198.74,1.9,sitting,lab,cotton,0.2625,0
2024-01-01 00:00:05.200,51.77,24.3,537.53,198.7,1.901,sitting,outdoor,synthetic,0.3111,0
2024-01-01 00:00:05.220,51.75,24.31,538.67,198.54,1.904,sitting,office,synthetic,0.2986,0
